"","...1","date","EmployeeStatus","reviewer_id","rating_overall.2.11.","rating_workfamily","rating_culture","rating_diversity","rating_leadership","rating_opportunity","rating_compensation","review_pros","review_cons","ceo_approval","Company"
"4156",1076,2022-05-30 21:19:17,TRUE,64878991,4,5,5,5,4,3,5,"Remote policy, organized teams 21 days PTO.","Some jerks on middle management positions.","1","Centene"
"4157",1077,2022-05-17 16:28:41,FALSE,64285659,2,4,5,4,5,4,4,"Great coworkers and good overall environment","I hit a roadblock in terms of advancement. This is not the case for everyone but for my role there wasn't any room advancement.","1","Centene"
"4158",1078,2021-06-23 17:31:47,FALSE,48764066,3,2,2,5,2,5,4,"-Benefits\n-Free dr visits for your family IF you live near corporate in Clayton, MO (may be in other locations outside of Clayton in other states but not sure)\n-Good place to learn how to work in a fast-paced environment\n-Lots and lots of openings\n-Depending on your role, can improve your project management skills","-High turnover due to mediocre \""first-line\"" management\n-Job cuts are frequent\n-Lots of job openings but many are for the call centers, both back office &amp; front line\n-Working for corporate in\u002Fnear the HQ is very \""clicky\"" meaning, if you're not a part of the right click, you get passed by on unique\u002Ffun\u002Feasy projects while you're stuck with the tedious &amp; high stress stuff.\n-Very stressful &amp; I cannot express that enough (at least working under the call center in a back office role), if you cannot handle stress this is not the place for you\n-Salary means you ARE going to work long hours, so if you don't ask for a high-enough salary it's not going to be worth the long hours you put (in perspective, a supervisor for business analysts makes around $90k in the midwest)","1","Centene"
"4159",1081,2022-07-22 16:36:38,FALSE,67046082,5,5,5,5,5,5,5,"Excellent contribution to help military families.","Aerojet location was drab, but operations have since moved.","1","Centene"
"4160",1082,2022-07-18 11:10:40,TRUE,66835496,2,5,5,5,5,5,5,"I love this company and the way it works","They can share the wealth a little more with the employees.","1","Centene"
"4161",1083,2021-10-31 07:37:56,TRUE,54725653,1,0,0,0,0,0,0,"They're being taken away one by one","* Can't carry over vacation\n* Only 4 sick days per year\n* insurance options have just been gutted\n* Legacy Centene employees are always the ones to get undesirable changes when we acquire new companies - for instance, a 1.5% raise this year to put us \""in line\"" with Wellcare employees\n* Legacy Centene employees are always the ones laid off\n* If you're not part of the in crowd, forget promotions\n* Will be required to go back to the office in person after working efficiently from home for almost 2 years\n* They will change your office without warning, forcing you to drive miles further than where you were hired to work\n*\""Diversity and Inclusion\"" is only evident at the lowest pay grades","0","Centene"
"4162",1084,2022-01-21 12:20:53,FALSE,58327441,4,3,1,1,1,1,3,"Great hours, decent pay, zero oversight from leadership- if you enjoy that.","Zero oversight from leadership, poor management, terrible quality standards, a lot of “sweeping under the rug” when quality issues do come up. Problems actually never get remedied, and things never get fixed, the people that make mistakes wind up leaving, or those that are trying to get errors corrected get so tired of having their wheels spin leave &amp; everything remains the same. It is the literal definition of insanity.","0","Centene"
"4163",1089,2022-06-15 17:19:35,TRUE,65594870,5,5,5,5,5,5,5,"Thats easy. I am anti vaccine, especially the covid, but i just made a fake one on my boyfriends computer and they were fine with it. As long as they had something to show the government if they asked, then they were good. no pressure and i still got my job. win\u002Fwin.","Dont really like being on call.","0","Centene"
"4164",1093,2022-07-25 19:53:34,TRUE,67143482,4,5,5,5,4,5,4,"Working remote, PTO and advancement","None other than Health Insurance Cost","1","Centene"
"4165",1096,2022-07-26 13:25:36,FALSE,67182439,4,1,1,1,1,1,1,"They offered on-site dining for employees that was affordable.","There was significant favoritism going on. The leadership was very corrupt and unethical. They would often only bring their best friends in and promote them right to management.","0","Centene"
"4166",1104,2022-06-09 21:11:41,TRUE,65347349,3,5,5,5,5,5,5,"Great leaders \nFlexible \nInvests in employees \nGreat benefits","Can't really think of any.","1","Centene"
"4167",1106,2022-05-03 12:54:52,TRUE,63604404,5,4,4,5,3,5,4,"Great culture, great benefits, work flexibility","Inconsistent from site to site, some issues with site management.","0","Centene"
"4168",1112,2022-07-15 07:14:25,TRUE,66735238,3,4,5,3,4,4,4,"A culture of constant improvement.","Can be hard to navigate the company because it is so big.","1","Centene"
"4169",1113,2022-02-02 14:54:23,TRUE,58996944,5,1,3,4,1,1,3,"flex schedule\r\nremote work\r\nnot micromanaged\r\na diverse body of employees\r\ncaring associates who really work hard","goal post always moving\r\nthey will work you to death\r\nno accountability from collaborating teams\r\nno training or onboarding-you gotta figure it out urself\r\nleadership, collectively lack emotional IQ\r\nfavorites\r\nvery reactive culture\r\nleadership lacks empathy\r\nno upward movement internally\r\ndisability administration is horrible\r\npay could be more competitive","0","Centene"
"4170",1114,2022-06-28 19:09:07,TRUE,66078540,4,5,5,5,4,5,5,"Good benefit with vacations. Easy to apply and get approved.","Police changes often and needs to more consistent.","1","Centene"
"4171",1115,2022-05-11 21:21:19,TRUE,64013101,2,5,5,5,5,4,4,"High level of professionalism is expected, but also understanding that everyone is only human.\r\n\r\nVery focused on developing new talent.\r\n\r\nThe company's mission is valuable to society.","High turnover in parts of IT, possibly due to the stall in salary increases. \r\n\r\nAn absence of experienced employees puts more burden on those who stick around.","1","Centene"
"4172",1116,2022-04-17 13:17:24,FALSE,62886856,5,2,1,1,1,1,2,"Maybe others have some \""pros\""; there are none I have been able to identify.","Good 'ole boy, mysoginistic company. Tampa leadership is atrocious and I'm certain this was the absolute worst job I've ever had in the most toxic environment I've ever experienced. Health insurance is a racket and a scam. I support Universal Healthcare and deflating bloated healthcare CEO salaries.","0","Centene"
"4173",1118,2022-06-27 16:29:22,TRUE,66032215,4,5,5,5,5,5,5,"Diverse, good pay and benefits, advancement opportunities and the company helped pay my way through college courses.","No cons that I can say.","1","Centene"
"4174",1119,2022-06-06 06:00:20,FALSE,65143495,4,5,3,2,1,4,5,"great pay, flexibility, work life balance","Lack of good leadership within certain departments","0","Centene"
"4175",1122,2022-07-19 11:04:48,TRUE,66887318,2,4,5,5,5,4,3,"Company does excellent handling changes","Health benefits could be better.","1","Centene"
"4176",1123,2022-03-02 10:04:38,TRUE,60529349,3,3,3,4,2,3,1,"Many of the people that work here are good at their jobs. Some managers really do care. They hire many people under the ADA umbrella.","Pay is far below the industry average. In place promotions don't have an opportunity to negotiate pay. Upper management is unable to learn from past mistakes and do not listen to lower level employees as they think their job title equates to understanding of subjects over their heads.","1","Centene"
"4177",1124,2022-06-13 11:06:25,TRUE,65471903,5,4,3,2,2,2,1,"Fallow me to work from home","Your pto starts over at the beginning of the year so you can never plan a trip early in the year","0","Centene"
"4178",1125,2022-07-17 11:12:12,TRUE,66795711,4,5,5,4,5,5,5,"Great place to work and grow professionally.","I don’t have any cons","1","Centene"
"4179",1127,2022-06-21 22:03:17,TRUE,65842537,4,4,4,4,3,4,5,"Lots of opportunities, great coworkers, diverse culture","transparency at local level isn't what it should be","1","Centene"
"4180",1128,2022-05-25 10:33:00,TRUE,64669038,5,4,4,4,4,3,3,"National reach, Medicaid\u002FMedicare expertise, Growing organization with stromg vision to help the underserved populations","Realigning priorities with new leadership, non-competitve compensation packages, inability to harness strentghs of business acquisitions","1","Centene"
"4181",1129,2022-07-06 13:02:04,TRUE,66374330,4,5,5,5,5,4,4,"Best workplace environment, nurses are treated with respect","None, love this company and they support their nurses wholeheartedly","1","Centene"
"4182",1132,2022-07-18 11:02:42,TRUE,66835135,3,4,4,4,4,4,4,"Great people to work with.","probably distribute more money to the workers","1","Centene"
"4183",1133,2022-07-01 14:21:23,TRUE,66200244,3,4,3,4,2,3,3,"Benefits are decent and my director has been great.","Data reliability and staff turnover are a challenge","0","Centene"
"4184",1134,2022-05-01 18:39:45,TRUE,63518726,5,5,5,5,4,4,4,"Good pay. Work from home. Flex schedule","No organization, no communication of issues with other departments, no cross-functional training. Managers are under a lot of stress.","1","Centene"
"4185",1135,2022-07-06 16:31:21,FALSE,66382160,5,4,5,4,3,4,5,"Great benefits, fair pay, and overall good people to work with.","The workload can be high.","1","Centene"
"4186",1141,2022-03-04 19:50:02,FALSE,60665805,1,1,1,5,1,3,5,"The pay offered was competitive, and the training was great.","The call center is constantly short staffed\u002Funder staffed, making it impossible to get vacation time approved. If you aren't able to take your vacation, those PTO hours are gone, they won't carry over. The company will rob you of vacation time. Centene will promise company holidays off, then take them away at the last minute.","0","Centene"
"4187",1142,2022-08-16 11:47:52,FALSE,67977998,4,1,1,1,1,1,1,"Getting a paycheck every week.","Everything else, this company only cares about money and not their employees.","0","Centene"
"4188",1144,2022-06-27 17:54:39,TRUE,66034263,3,3,1,3,2,3,3,"Okay company that offers some growth opportunity","Management is really bad. Culture is bad","1","Centene"
"4189",1145,2022-07-06 13:05:47,TRUE,66374465,4,4,4,3,3,4,3,"Easy work , very laid back","Can be repetitive and get boring","0","Centene"
"4190",1146,2022-07-03 18:06:24,TRUE,66248487,2,2,4,5,3,3,2,"Work from home option is now more common.","Does not invest in furthering employee's career.","1","Centene"
"4191",1148,2022-02-21 14:00:08,FALSE,60058819,4,2,3,3,2,3,2,"Community Service is shown as excellent throughout the country\r\nShows compassion for the healthcare workers\r\nThe CEO is a likable person to be around","The IT Management are gutless morons with no sense of decency. Every company that Centene acquires within the last 6 years, they secretly produce massive layoffs of at least 10%. \r\n\r\nIt's hard to move up within the company, therefore causing some workers to remain stagnant within their current role. They are an at-will company which means that they will fire you \""at-will\"".","1","Centene"
